,Id,Author_amount,Domestic_org_amount,International_org_amount,Ref_amount,Date_sort,Subject_area_code,Subject_area_abbrev
323,201802115,3,1,1,36.0,2018-01-01,2719#2739#,MEDI#MEDI#
324,201802116,7,2,1,20.0,2018-01-01,2719#2739#,MEDI#MEDI#
325,201802117,2,1,0,18.0,2018-01-01,2719#2739#,MEDI#MEDI#
326,201802118,2,1,0,21.0,2018-01-01,2719#2739#,MEDI#MEDI#
327,201802119,1,1,0,12.0,2018-01-01,2719#2739#,MEDI#MEDI#
328,201802120,2,1,0,38.0,2018-01-01,2719#2739#,MEDI#MEDI#
329,201802121,3,2,0,12.0,2018-01-01,2719#2739#,MEDI#MEDI#
330,201802122,2,1,0,17.0,2018-01-01,2719#2739#,MEDI#MEDI#
331,201802123,3,1,0,38.0,2018-01-01,2719#2739#,MEDI#MEDI#
332,201802124,2,1,0,18.0,2018-01-01,2719#2739#,MEDI#MEDI#
333,201802125,2,1,0,21.0,2018-01-01,2719#2739#,MEDI#MEDI#
334,201802126,4,1,2,20.0,2018-01-01,2719#2739#,MEDI#MEDI#
335,201802127,2,1,0,19.0,2018-01-01,2719#2739#,MEDI#MEDI#
336,201802128,2,2,0,22.0,2018-01-01,2719#2739#,MEDI#MEDI#
337,201802129,2,1,0,17.0,2018-01-01,2719#2739#,MEDI#MEDI#
338,201802130,2,1,0,22.0,2018-01-01,2719#2739#,MEDI#MEDI#
339,201802131,2,1,0,16.0,2018-01-01,2737#,MEDI#
340,201802132,3,1,0,26.0,2018-01-01,2719#2739#,MEDI#MEDI#
341,201802133,3,1,0,73.0,2018-01-01,2700#1300#,MEDI#BIOC#
342,201802134,2,1,0,47.0,2018-01-01,1406#1408#,BUSI#BUSI#
343,201802135,2,2,0,28.0,2018-01-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
344,201802136,2,1,0,21.0,2018-01-01,2719#2739#,MEDI#MEDI#
345,201802137,3,2,0,22.0,2018-01-01,2200#,ENGI#
346,201802138,4,2,1,15.0,2018-01-01,1105#,AGRI#
347,201802139,2,1,0,,2018-01-01,1406#1408#,BUSI#BUSI#
348,201802140,2,1,1,43.0,2018-01-01,2719#2739#,MEDI#MEDI#
349,201802141,4,2,0,33.0,2018-01-01,1106#1101#,AGRI#AGRI#
350,201802142,1,1,2,7.0,2018-01-01,2700#,MEDI#
351,201802143,2,1,1,123.0,2018-01-01,2705#,MEDI#
352,201802144,1,1,0,4.0,2018-01-01,2739#2910#3306#2719#,MEDI#NURS#SOCI#MEDI#
353,201802145,1,1,0,11.0,2018-01-01,3312#3303#3315#3316#,SOCI#SOCI#SOCI#SOCI#
354,201802146,1,1,0,13.0,2018-01-01,1102#1104#2303#1207#,AGRI#AGRI#ENVI#ARTS#
355,201802147,4,1,0,11.0,2018-01-01,1602#3003#1607#1603#,CHEM#PHAR#CHEM#CHEM#
356,201802148,3,2,0,12.0,2018-01-01,1602#3003#1607#1603#,CHEM#PHAR#CHEM#CHEM#
357,201802149,2,2,0,15.0,2018-01-01,1602#3003#1607#1603#,CHEM#PHAR#CHEM#CHEM#
358,201802150,3,2,0,120.0,2018-01-01,2100#,ENER#
359,201802151,3,1,0,2.0,2018-01-01,3103#,PHYS#
360,201802152,3,1,0,29.0,2018-01-01,3400#1103#1101#,VETE#AGRI#AGRI#
361,201802153,3,1,2,33.0,2018-01-01,2700#,MEDI#
362,201802154,2,1,0,,2018-01-01,3107#,PHYS#
363,201802155,1,1,0,9.0,2018-01-01,2603#2602#2612#2607#2606#,MATH#MATH#MATH#MATH#MATH#
364,201802156,2,2,0,67.0,2018-01-01,1404#1406#2002#3313#1803#,BUSI#BUSI#ECON#SOCI#DECI#
365,201802157,2,1,0,37.0,2018-01-01,3300#,SOCI#
366,201802158,3,1,0,46.0,2018-01-01,1404#1406#2002#3313#1803#,BUSI#BUSI#ECON#SOCI#DECI#
367,201802159,2,1,0,5.0,2018-01-01,1908#1906#,EART#EART#
368,201802160,1,1,1,17.0,2018-01-01,2216#3322#,ENGI#SOCI#
369,201802161,1,1,0,33.0,2018-01-01,1403#2000#,BUSI#ECON#
370,201802162,3,2,0,2.0,2018-01-01,1501#1508#,CENG#CENG#
371,201802163,4,2,1,,2018-01-01,1501#1508#,CENG#CENG#
372,201802164,2,1,0,,2018-01-01,1501#1508#,CENG#CENG#
373,201802165,2,1,0,2.0,2018-01-01,1501#1508#,CENG#CENG#
374,201802166,3,2,0,3.0,2018-01-01,1501#1508#,CENG#CENG#
375,201802167,3,1,0,60.0,2018-01-01,1105#1103#,AGRI#AGRI#
376,201802168,17,2,10,42.0,2018-01-01,2715#,MEDI#
377,201802169,3,2,0,50.0,2018-01-01,3003#,PHAR#
378,201802170,11,1,3,38.0,2018-01-01,1103#3400#,AGRI#VETE#
379,201802171,4,2,1,9.0,2018-01-01,1600#1502#1501#2207#,CHEM#CENG#CENG#ENGI#
380,201802172,4,2,0,7.0,2018-01-01,1600#1502#1501#2207#,CHEM#CENG#CENG#ENGI#
381,201802173,2,1,2,,2018-01-01,3200#,PSYC#
382,201802174,4,1,1,27.0,2018-01-01,2200#,ENGI#
383,201802175,3,1,0,9.0,2018-01-01,2500#,MATE#
384,201802176,6,1,0,8.0,2018-01-01,2000#,ECON#
385,201802177,1,1,0,27.0,2018-01-01,2739#2719#2713#,MEDI#MEDI#MEDI#
386,201802178,2,1,0,55.0,2018-01-01,1403#2000#1408#,BUSI#ECON#BUSI#
387,201802179,2,1,0,11.0,2018-01-01,2103#2203#2208#,ENER#ENGI#ENGI#
388,201802180,3,1,1,16.0,2018-01-01,2214#1706#,ENGI#COMP#
389,201802181,5,1,2,20.0,2018-01-01,2913#2902#,NURS#NURS#
390,201802182,4,2,0,9.0,2018-01-01,1706#1710#1900#1705#,COMP#COMP#EART#COMP#
391,201802183,6,1,4,8.0,2018-01-01,1000#,MULT#
392,201802184,9,1,4,43.0,2018-01-01,1103#3400#,AGRI#VETE#
393,201802185,2,1,0,23.0,2018-01-01,1712#1709#1707#1705#,COMP#COMP#COMP#COMP#
394,201802186,4,3,0,35.0,2018-01-01,3304#3204#,SOCI#PSYC#
395,201802187,1,1,0,51.0,2018-01-01,3316#1213#3314#1212#1208#,SOCI#ARTS#SOCI#ARTS#ARTS#
396,201802188,5,2,1,47.0,2018-01-01,1907#1913#1911#,EART#EART#EART#
397,201802189,5,2,0,19.0,2018-01-01,2500#,MATE#
398,201802190,2,1,0,17.0,2018-01-01,2209#1702#,ENGI#COMP#
399,201802191,1,1,0,33.0,2018-01-01,2210#,ENGI#
400,201802192,3,2,0,48.0,2018-01-01,2746#,MEDI#
401,201802193,4,2,0,33.0,2018-01-01,1313#1103#3004#3002#,BIOC#AGRI#PHAR#PHAR#
402,201802194,13,1,2,26.0,2018-01-01,2734#1303#1314#2722#1307#,MEDI#BIOC#BIOC#MEDI#BIOC#
403,201802195,3,2,0,32.0,2018-01-01,2724#2705#,MEDI#MEDI#
404,201802196,2,2,0,45.0,2018-01-01,2719#2739#,MEDI#MEDI#
405,201802197,4,3,0,37.0,2018-01-01,1909#,EART#
406,201802198,3,1,1,47.0,2018-01-01,2600#1100#1000#,MATH#AGRI#MULT#
407,201802199,5,1,4,28.0,2018-01-01,2719#2739#,MEDI#MEDI#
408,201802200,2284,1,241,54.0,2018-01-01,3106#,PHYS#
409,201802201,5,1,1,17.0,2018-01-01,1305#1315#1301#,BIOC#BIOC#BIOC#
410,201802202,4,1,3,98.0,2018-01-01,1103#3400#,AGRI#VETE#
411,201802203,5,5,0,32.0,2018-01-01,2719#2739#,MEDI#MEDI#
412,201802204,6,2,0,66.0,2018-01-01,1403#1402#,BUSI#BUSI#
413,201802205,5,3,0,22.0,2018-01-01,2916#,NURS#
414,201802206,10,3,0,48.0,2018-01-01,3004#2736#,PHAR#MEDI#
415,201802207,1,1,1,36.0,2018-01-01,3300#,SOCI#
416,201802208,1,1,0,66.0,2018-01-01,3305#3303#3320#,SOCI#SOCI#SOCI#
417,201802209,4,1,0,13.0,2018-01-01,1403#2002#1408#,BUSI#ECON#BUSI#
418,201802210,5,1,1,12.0,2018-01-01,1702#,COMP#
419,201802211,5,1,1,23.0,2018-01-01,1702#,COMP#
420,201802212,4,2,0,15.0,2018-01-01,1702#,COMP#
421,201802213,8,1,2,18.0,2018-01-01,1702#,COMP#
422,201802214,5,1,1,8.0,2018-01-01,1702#,COMP#
423,201802215,3,1,1,18.0,2018-01-01,1702#,COMP#
424,201802216,5,1,1,6.0,2018-01-01,1702#,COMP#
425,201802217,2,1,0,24.0,2018-01-01,1108#,AGRI#
426,201802218,3,2,0,19.0,2018-01-01,1702#,COMP#
427,201802219,2,1,0,8.0,2018-01-01,1702#,COMP#
428,201802220,4,1,0,35.0,2018-01-01,1706#1705#,COMP#COMP#
429,201802221,3,1,0,36.0,2018-01-01,1706#1705#,COMP#COMP#
430,201802222,2,2,0,30.0,2018-01-01,1202#3312#2002#3320#,ARTS#SOCI#ECON#SOCI#
431,201802223,1,1,0,43.0,2018-01-01,3312#2739#2901#,SOCI#MEDI#NURS#
432,201802224,2,1,0,21.0,2018-01-01,1105#1103#,AGRI#AGRI#
433,201802225,5,2,0,7.0,2018-01-01,2500#,MATE#
434,201802226,3,1,1,10.0,2018-01-01,2500#,MATE#
435,201802227,1,1,0,14.0,2018-01-01,1701#,COMP#
436,201802228,5,1,0,16.0,2018-01-01,2500#,MATE#
437,201802229,1,1,0,72.0,2018-01-01,3316#3304#3303#,SOCI#SOCI#SOCI#
438,201802230,1,1,0,48.0,2018-01-01,3316#3304#3303#,SOCI#SOCI#SOCI#
439,201802231,1,1,0,48.0,2018-01-01,3316#3304#3303#,SOCI#SOCI#SOCI#
440,201802232,3,2,1,40.0,2018-01-01,1708#1705#,COMP#COMP#
441,201802233,4,2,0,31.0,2018-01-01,1106#1101#,AGRI#AGRI#
442,201802234,6,2,2,23.0,2018-01-01,3500#,DENT#
443,201802235,13,4,0,12.0,2018-01-01,3004#2736#2725#,PHAR#MEDI#MEDI#
444,201802236,2,2,0,57.0,2018-01-01,2723#2403#,MEDI#IMMU#
445,201802237,3,2,0,42.0,2018-01-01,3304#,SOCI#
446,201802238,8,4,1,23.0,2018-01-01,1305#3003#,BIOC#PHAR#
447,201802239,6,1,1,21.0,2018-01-01,2746#,MEDI#
448,201802240,4,1,1,24.0,2018-01-01,2900#2910#2903#2913#2902#,NURS#NURS#NURS#NURS#NURS#
449,201802241,2,1,0,12.0,2018-01-01,1701#,COMP#
450,201802242,4,1,1,23.0,2018-01-01,3004#3003#,PHAR#PHAR#
451,201802243,3,2,0,40.0,2018-01-01,3004#3003#,PHAR#PHAR#
452,201802244,1,1,0,15.0,2018-01-01,2201#3101#1405#,ENGI#PHYS#BUSI#
453,201802245,3,1,0,28.0,2018-01-01,3004#3003#,PHAR#PHAR#
454,201802246,1,1,0,35.0,2018-01-01,3316#1203#1211#3310#1208#,SOCI#ARTS#ARTS#SOCI#ARTS#
455,201802247,4,2,1,19.0,2018-01-01,1105#1103#,AGRI#AGRI#
456,201802248,5,2,0,26.0,2018-01-01,2405#2725#,IMMU#MEDI#
457,201802249,3,1,1,19.0,2018-01-01,2611#2205#,MATH#ENGI#
458,201802250,7,3,0,23.0,2018-01-01,3107#,PHYS#
459,201802251,5,1,2,15.0,2018-01-01,1707#2504#3107#,COMP#MATE#PHYS#
460,201802252,3,2,0,5.0,2018-01-01,1909#2211#,EART#ENGI#
461,201802253,3,1,0,14.0,2018-01-01,1702#,COMP#
462,201802254,3,2,0,26.0,2018-01-01,2724#2712#1301#,MEDI#MEDI#BIOC#
463,201802255,4,3,0,32.0,2018-01-01,1400#1200#3300#2000#,BUSI#ARTS#SOCI#ECON#
464,201802256,5,1,1,31.0,2018-01-01,1701#2201#2604#,COMP#ENGI#MATH#
465,201802257,3,1,0,46.0,2018-01-01,1403#2002#1408#,BUSI#ECON#BUSI#
466,201802258,4,2,0,10.0,2018-01-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
467,201802259,5,3,0,8.0,2018-01-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
468,201802260,2,1,1,13.0,2018-01-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
469,201802261,5,3,0,14.0,2018-01-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
470,201802262,6,1,1,,2018-01-01,2700#,MEDI#
471,201802263,4,2,0,16.0,2018-01-01,2500#2211#,MATE#ENGI#
472,201802264,5,2,1,16.0,2018-01-01,2500#2211#,MATE#ENGI#
473,201802265,6,1,0,19.0,2018-01-01,2500#2211#,MATE#ENGI#
474,201802266,2,1,0,38.0,2018-01-01,2500#2211#,MATE#ENGI#
475,201802267,3,1,0,21.0,2018-01-01,2500#2211#,MATE#ENGI#
476,201802268,4,1,1,6.0,2018-01-01,1908#,EART#
477,201802269,3,1,0,99.0,2018-01-01,3400#,VETE#
478,201802270,8,2,0,57.0,2018-01-01,3400#,VETE#
479,201802271,5,1,4,198.0,2018-01-01,3002#,PHAR#
480,201802272,6,1,5,314.0,2018-01-01,3002#,PHAR#
481,201802273,5,1,6,111.0,2018-01-01,3002#,PHAR#
482,201802274,2,2,1,26.0,2018-01-01,2911#2739#1407#,NURS#MEDI#BUSI#
483,201802275,4,3,0,39.0,2018-01-01,3200#2738#,PSYC#MEDI#
484,201802276,3,2,1,20.0,2018-01-01,1300#1100#,BIOC#AGRI#
485,201802277,8,1,4,39.0,2018-01-01,2723#2403#2725#,MEDI#IMMU#MEDI#
486,201802278,4,1,0,43.0,2018-01-01,1600#1500#,CHEM#CENG#
487,201802279,7,1,0,,2018-01-01,2700#,MEDI#
488,201802280,2,2,0,47.0,2018-01-01,2700#,MEDI#
489,201802281,7,2,0,10.0,2018-01-01,2730#1306#,MEDI#BIOC#
490,201802282,3,2,0,58.0,2018-01-01,1305#1312#,BIOC#BIOC#
491,201802283,2,1,0,32.0,2018-01-01,2701#3301#3001#2719#,MEDI#SOCI#PHAR#MEDI#
492,201802284,2,1,0,18.0,2018-01-01,1701#,COMP#
493,201802285,4,2,2,,2018-01-01,1700#,COMP#
494,201802286,7,3,0,65.0,2018-01-01,1305#1312#1311#,BIOC#BIOC#BIOC#
495,201802287,8,2,0,28.0,2018-01-01,2720#,MEDI#
496,201802288,3,2,0,11.0,2018-01-01,2500#,MATE#
497,201802289,3,2,0,21.0,2018-01-01,2500#,MATE#
498,201802290,3,1,0,11.0,2018-01-01,2500#,MATE#
499,201802291,7,1,0,10.0,2018-01-01,2500#,MATE#
500,201802292,8,1,3,45.0,2018-01-01,1503#,CENG#
501,201802293,10,4,1,29.0,2018-01-01,3004#2736#2725#,PHAR#MEDI#MEDI#
502,201802294,3,2,0,18.0,2018-01-01,3004#3002#,PHAR#PHAR#
503,201802295,2,1,0,29.0,2018-01-01,3315#1203#3310#,SOCI#ARTS#SOCI#
504,201802296,3,1,1,64.0,2018-01-01,3207#3202#,PSYC#PSYC#
505,201802297,4,1,0,12.0,2018-01-01,2100#,ENER#
506,201802298,4,3,0,21.0,2018-01-01,2100#,ENER#
507,201802299,4,1,0,116.0,2018-01-01,3304#2200#,SOCI#ENGI#
508,201802300,4,1,1,31.0,2018-01-01,2730#2729#2913#,MEDI#MEDI#NURS#
509,201802301,2,2,0,63.0,2018-01-01,3308#,SOCI#
510,201802302,2,1,0,15.0,2018-01-01,3304#2200#,SOCI#ENGI#
511,201802303,4,2,0,16.0,2018-01-01,2731#,MEDI#
512,201802304,8,3,2,57.0,2018-01-01,1105#2303#1101#1911#,AGRI#ENVI#AGRI#EART#
513,201802305,4,1,0,32.0,2018-01-01,1105#2303#1101#1911#,AGRI#ENVI#AGRI#EART#
514,201802306,4,1,0,25.0,2018-01-01,1000#,MULT#
515,201802307,12,2,0,43.0,2018-01-01,1105#2303#1101#1911#,AGRI#ENVI#AGRI#EART#
516,201802308,6,1,0,,2018-01-01,2700#,MEDI#
517,201802309,4,1,1,50.0,2018-01-01,1600#1500#,CHEM#CENG#
518,201802310,3,1,2,27.0,2018-01-01,1305#1701#2305#1500#2200#1708#,BIOC#COMP#ENVI#CENG#ENGI#COMP#
519,201802311,2,2,0,18.0,2018-01-01,2200#,ENGI#
520,201802312,4,1,1,45.0,2018-01-01,2200#,ENGI#
521,201802313,7,5,0,37.0,2018-01-01,3004#3003#3002#,PHAR#PHAR#PHAR#
522,201802314,5,1,0,18.0,2018-01-01,2614#1700#,MATH#COMP#
523,201802315,3,1,0,7.0,2018-01-01,2614#1700#,MATH#COMP#
524,201802316,7,1,2,41.0,2018-01-01,2105#2103#2102#,ENER#ENER#ENER#
525,201802317,4,1,0,24.0,2018-01-01,1600#,CHEM#
526,201802318,1,1,0,,2018-01-01,1200#,ARTS#
527,201802319,2,1,1,16.0,2018-01-01,2614#1700#,MATH#COMP#
528,201802320,4,2,0,15.0,2018-01-01,2721#2715#,MEDI#MEDI#
529,201802321,10,1,4,109.0,2018-01-01,1300#2804#,BIOC#NEUR#
530,201802322,5,3,0,28.0,2018-01-01,2746#2708#,MEDI#MEDI#
531,201802323,4,2,0,30.0,2018-01-01,2500#2200#,MATE#ENGI#
532,201802324,11,3,0,97.0,2018-01-01,1604#,CHEM#
533,201802325,3,1,0,53.0,2018-01-01,2717#,MEDI#
534,201802326,5,1,2,13.0,2018-01-01,3305#3322#,SOCI#SOCI#
535,201802327,3,1,1,25.0,2018-01-01,2215#2500#,ENGI#MATE#
536,201802328,5,2,0,32.0,2018-01-01,1600#1500#,CHEM#CENG#
537,201802329,2,1,0,83.0,2018-01-01,3207#,PSYC#
538,201802330,2,3,0,,2018-01-01,2700#,MEDI#
539,201802331,6,1,2,14.0,2018-01-01,1700#,COMP#
540,201802332,3,2,0,13.0,2018-01-01,2732#2728#,MEDI#MEDI#
541,201802333,4,1,0,19.0,2018-01-01,2729#,MEDI#
542,201802334,19,6,12,29.0,2018-01-01,2723#2403#2725#,MEDI#IMMU#MEDI#
543,201802335,4,1,2,35.0,2018-01-01,2746#2732#,MEDI#MEDI#
544,201802336,3,1,1,48.0,2018-01-01,2735#2715#,MEDI#MEDI#
545,201802337,148,2,119,12.0,2018-01-01,3611#3003#,HEAL#PHAR#
546,201802338,4,2,2,59.0,2018-01-01,2731#,MEDI#
547,201802339,5,2,0,39.0,2018-01-01,1602#1601#1313#3003#3002#1606#1605#,CHEM#CHEM#BIOC#PHAR#PHAR#CHEM#CHEM#
548,201802340,4,2,0,25.0,2018-01-01,3312#3321#1706#,SOCI#SOCI#COMP#
549,201802341,1,1,0,36.0,2018-01-01,1104#1111#,AGRI#AGRI#
550,201802342,5,1,1,72.0,2018-01-01,3200#,PSYC#
551,201802343,6,2,0,17.0,2018-01-01,3003#,PHAR#
552,201802344,2,1,0,40.0,2018-01-01,1305#2746#2204#2718#,BIOC#MEDI#ENGI#MEDI#
553,201802345,16,2,11,98.0,2018-01-01,3103#1912#,PHYS#EART#
554,201802346,5,1,2,21.0,2018-01-01,2613#2200#1702#,MATH#ENGI#COMP#
555,201802347,4,2,0,7.0,2018-01-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
556,201802348,5,2,1,33.0,2018-01-01,2504#1503#2503#1600#2508#2506#2505#,MATE#CENG#MATE#CHEM#MATE#MATE#MATE#
557,201802349,3,2,0,11.0,2018-01-01,2500#3100#,MATE#PHYS#
558,201802350,7,3,0,73.0,2018-01-01,1600#,CHEM#
559,201802351,4,2,0,58.0,2018-01-01,1400#,BUSI#
560,201802352,6,2,2,21.0,2018-01-01,1503#2504#2503#1600#2508#2506#2505#,CENG#MATE#MATE#CHEM#MATE#MATE#MATE#
561,201802353,1,1,0,11.0,2018-01-01,1212#1211#,ARTS#ARTS#
562,201802354,3,1,0,37.0,2018-01-01,1106#1103#,AGRI#AGRI#
563,201802355,7,2,0,20.0,2018-01-01,3107#2500#3104#,PHYS#MATE#PHYS#
564,201802356,5,1,1,120.0,2018-01-01,1105#,AGRI#
565,201802357,8,1,0,29.0,2018-01-01,2708#,MEDI#
566,201802358,3,3,0,16.0,2018-01-01,2600#,MATH#
567,201802359,2,1,1,48.0,2018-01-01,3315#,SOCI#
568,201802360,2,2,0,7.0,2018-01-01,2706#2727#,MEDI#MEDI#
569,201802361,8,2,0,37.0,2018-01-01,1103#1300#3400#,AGRI#BIOC#VETE#
570,201802362,2,2,0,32.0,2018-01-01,2700#,MEDI#
571,201802363,2,1,0,46.0,2018-01-01,1400#2000#,BUSI#ECON#
572,201802364,5,1,0,39.0,2018-01-01,2800#1300#1100#,NEUR#BIOC#AGRI#
573,201802365,10,1,6,40.0,2018-01-01,2725#2736#,MEDI#MEDI#
574,201802366,5,2,0,42.0,2018-01-01,1712#1711#1707#2208#,COMP#COMP#COMP#ENGI#
575,201802367,2,2,0,23.0,2018-01-01,2739#2725#,MEDI#MEDI#
576,201802368,3,1,0,30.0,2018-01-01,3004#3003#2736#,PHAR#PHAR#MEDI#
577,201802369,3,2,0,17.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
578,201802370,9,2,2,55.0,2018-01-01,2739#2725#,MEDI#MEDI#
579,201802371,4,2,0,16.0,2018-01-01,1705#1707#1708#1702#,COMP#COMP#COMP#COMP#
580,201802372,3,1,0,22.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
581,201802373,5,3,0,14.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
582,201802374,5,1,0,23.0,2018-01-01,2739#2725#,MEDI#MEDI#
583,201802375,9,2,3,13.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
584,201802376,4,2,1,15.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
585,201802377,8,1,6,77.0,2018-01-01,2800#3004#,NEUR#PHAR#
586,201802378,4,1,3,68.0,2018-01-01,2800#3004#,NEUR#PHAR#
587,201802379,6,1,2,35.0,2018-01-01,2405#2739#2725#,IMMU#MEDI#MEDI#
588,201802380,7,4,0,18.0,2018-01-01,2733#,MEDI#
589,201802381,2,1,0,10.0,2018-01-01,1710#1706#1705#,COMP#COMP#COMP#
590,201802382,2,1,0,5.0,2018-01-01,1710#1706#1705#,COMP#COMP#COMP#
591,201802383,2,1,0,9.0,2018-01-01,1710#1706#1705#,COMP#COMP#COMP#
592,201802384,9,1,0,48.0,2018-01-01,3506#,DENT#
593,201802385,2,1,0,9.0,2018-01-01,1710#1706#1705#,COMP#COMP#COMP#
594,201802386,2,1,0,10.0,2018-01-01,1710#1706#1705#,COMP#COMP#COMP#
595,201802387,2,1,0,14.0,2018-01-01,1708#1705#2208#,COMP#COMP#ENGI#
596,201802388,2,1,0,42.0,2018-01-01,1403#1408#1803#,BUSI#BUSI#DECI#
597,201802389,2,1,0,102.0,2018-01-01,2300#,ENVI#
598,201802390,6,2,0,41.0,2018-01-01,2405#2725#2406#,IMMU#MEDI#IMMU#
599,201802391,9,1,2,26.0,2018-01-01,2741#,MEDI#
600,201802392,4,1,3,161.0,2018-01-01,2700#,MEDI#
601,201802393,16,3,5,53.0,2018-01-01,2723#2403#2725#,MEDI#IMMU#MEDI#
602,201802394,5,2,2,44.0,2018-01-01,1105#1111#1110#,AGRI#AGRI#AGRI#
603,201802395,2,1,0,49.0,2018-01-01,2404#2725#,IMMU#MEDI#
604,201802396,3,1,1,31.0,2018-01-01,2739#,MEDI#
605,201802397,40,3,7,17.0,2018-01-01,2725#2736#,MEDI#MEDI#
606,201802398,7,1,2,36.0,2018-01-01,2105#2102#2101#2606#2208#,ENER#ENER#ENER#MATH#ENGI#
607,201802399,2,1,3,64.0,2018-01-01,3300#,SOCI#
608,201802400,1,1,3,55.0,2018-01-01,3305#3315#3314#3303#3300#1409#,SOCI#SOCI#SOCI#SOCI#SOCI#BUSI#
609,201802401,1,1,0,67.0,2018-01-01,3305#3315#3314#3303#3300#1409#,SOCI#SOCI#SOCI#SOCI#SOCI#BUSI#
610,201802402,3,1,1,34.0,2018-01-01,2732#3612#2742#,MEDI#HEAL#MEDI#
611,201802403,5,2,1,32.0,2018-01-01,3500#,DENT#
612,201802404,1,1,0,9.0,2018-01-01,1906#1908#,EART#EART#
613,201802405,1,1,3,68.0,2018-01-01,3300#,SOCI#
614,201802406,4,2,1,19.0,2018-01-01,2405#2406#2725#,IMMU#IMMU#MEDI#
615,201802407,3,2,0,6.0,2018-01-01,2612#2605#2604#,MATH#MATH#MATH#
616,201802408,7,3,1,53.0,2018-01-01,2712#1310#,MEDI#BIOC#
617,201802409,4,1,0,12.0,2018-01-01,2700#,MEDI#
618,201802410,6,2,0,25.0,2018-01-01,1503#1605#,CENG#CHEM#
619,201802411,2,1,1,55.0,2018-01-01,3306#2905#2739#,SOCI#NURS#MEDI#
620,201802412,4,2,0,273.0,2018-01-01,1700#2500#2200#,COMP#MATE#ENGI#
621,201802413,8,5,1,34.0,2018-01-01,2207#3105#2208#,ENGI#PHYS#ENGI#
622,201802414,3,3,0,11.0,2018-01-01,1600#2600#1300#1100#1000#3100#1900#,CHEM#MATH#BIOC#AGRI#MULT#PHYS#EART#
623,201802415,4,3,0,11.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
624,201802416,2,1,0,9.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
625,201802417,2,1,0,15.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
626,201802418,3,2,0,21.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
627,201802419,4,1,0,23.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
628,201802420,4,1,1,6.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
629,201802421,6,3,3,93.0,2018-01-01,1906#,EART#
630,201802422,3,3,0,38.0,2018-01-01,2500#3104#2211#2210#,MATE#PHYS#ENGI#ENGI#
631,201802423,2,1,0,24.0,2018-01-01,1304#3612#2739#,BIOC#HEAL#MEDI#
632,201802424,4,2,0,37.0,2018-01-01,3506#,DENT#
633,201802425,6,1,1,46.0,2018-01-01,3100#1606#,PHYS#CHEM#
634,201802426,2,1,0,8.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
635,201802427,2,1,0,14.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
636,201802428,2,1,0,12.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
637,201802429,3,1,0,10.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
638,201802430,2,1,0,13.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
639,201802431,4,2,1,13.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
640,201802432,3,1,3,80.0,2018-01-01,1105#2303#1110#,AGRI#ENVI#AGRI#
641,201802433,5,2,0,6.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
642,201802434,2,1,0,11.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
643,201802435,5,3,0,6.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
644,201802436,5,3,0,9.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
645,201802437,5,3,0,10.0,2018-01-01,2500#2211#2210#,MATE#ENGI#ENGI#
646,201802438,5,1,0,27.0,2018-01-01,2502#2204#,MATE#ENGI#
647,201802439,3,1,0,53.0,2018-01-01,2504#3104#1706#2604#2208#,MATE#PHYS#COMP#MATH#ENGI#
648,201802440,5,1,5,71.0,2018-01-01,2800#3004#,NEUR#PHAR#
649,201802441,4,1,1,12.0,2018-01-01,1700#1100#2200#,COMP#AGRI#ENGI#
650,201802442,2,1,2,44.0,2018-01-01,2800#3004#,NEUR#PHAR#
651,201802443,5,1,3,20.0,2018-01-01,2208#,ENGI#
